timestamp,glucose_mg_dl
2024-01-01 06:00:00,108.73294631797431
2024-01-01 06:05:00,115.46072981847351
2024-01-01 06:10:00,69.39819704323989
2024-01-01 06:15:00,107.26273431041852
2024-01-01 06:20:00,104.74408380915867
2024-01-01 06:25:00,107.06126216905507
2024-01-01 06:30:00,103.9470407449517
2024-01-01 06:35:00,110.53421147888933
2024-01-01 06:40:00,109.24400232007923
2024-01-01 06:45:00,111.64181176292809
2024-01-01 06:50:00,114.35342132906801
2024-01-01 06:55:00,108.91611880535464
2024-01-01 07:00:00,107.98255887429332
2024-01-01 07:05:00,119.13754525595182
2024-01-01 07:10:00,111.99103800356073
2024-01-01 07:15:00,103.23194667365912
2024-01-01 07:20:00,112.25008913673717
2024-01-01 07:25:00,108.14218203852093
2024-01-01 07:30:00,110.48118486591069
2024-01-01 07:35:00,66.30922856909669
2024-01-01 07:40:00,114.05365805195173
2024-01-01 07:45:00,107.39392782600109
2024-01-01 07:50:00,110.2826343482595
2024-01-01 07:55:00,104.19871017974593
2024-01-01 08:00:00,142.55927499144778
2024-01-01 08:05:00,138.7879127862799
2024-01-01 08:10:00,144.0054122617469
2024-01-01 08:15:00,137.22621730494618
2024-01-01 08:20:00,52.15782853986609
2024-01-01 08:25:00,62.72820822527561
2024-01-01 08:30:00,141.86406597443815
2024-01-01 08:35:00,141.40097743466208
2024-01-01 08:40:00,138.29507077445757
2024-01-01 08:45:00,142.8170575643832
2024-01-01 08:50:00,143.27038414896407
2024-01-01 08:55:00,137.61290737245199
2024-01-01 09:00:00,141.67160922780224
2024-01-01 09:05:00,139.30646551315948
2024-01-01 09:10:00,138.3415565274296
2024-01-01 09:15:00,140.88958114711158
2024-01-01 09:20:00,142.32576259904334
2024-01-01 09:25:00,136.08291594305425
2024-01-01 09:30:00,138.90686752345528
2024-01-01 09:35:00,140.51992009743861
2024-01-01 09:40:00,140.65750147853956
2024-01-01 09:45:00,144.54144472709035
2024-01-01 09:50:00,142.54839147009864
2024-01-01 09:55:00,147.7450810650305
2024-01-01 10:00:00,141.7826228606192
2024-01-01 10:05:00,138.6888757678267
2024-01-01 10:10:00,138.92167080098264
2024-01-01 10:15:00,139.29616986445333
2024-01-01 10:20:00,140.75828430133427
2024-01-01 10:25:00,137.46730886671048
2024-01-01 10:30:00,140.9548753440655
2024-01-01 10:35:00,144.37634813205554
2024-01-01 10:40:00,138.73341793305568
2024-01-01 10:45:00,142.86523420382878
2024-01-01 10:50:00,139.9973551603803
2024-01-01 10:55:00,141.5403303291827
2024-01-01 11:00:00,142.99478083672767
2024-01-01 11:05:00,52.02943085732064
2024-01-01 11:10:00,145.15304778502485
2024-01-01 11:15:00,138.60551034387584
2024-01-01 11:20:00,139.85514420295968
2024-01-01 11:25:00,143.67057924299894
2024-01-01 11:30:00,137.24801527492178
2024-01-01 11:35:00,141.03856357180035
2024-01-01 11:40:00,144.38660601522776
2024-01-01 11:45:00,137.08360049735248
2024-01-01 11:50:00,139.30563224960733
2024-01-01 11:55:00,141.97275767607988
2024-01-01 12:00:00,143.76187088980558
2024-01-01 12:05:00,146.60901080867018
2024-01-01 12:10:00,151.50231399088887
2024-01-01 12:15:00,148.03509677171917
2024-01-01 12:20:00,146.68750654340013
2024-01-01 12:25:00,154.94348994761413
2024-01-01 12:30:00,144.43118614434044
2024-01-01 12:35:00,151.38052071268203
2024-01-01 12:40:00,162.58828984457625
2024-01-01 12:45:00,155.62637048745648
2024-01-01 12:50:00,151.64636917219912
2024-01-01 12:55:00,147.76225884273057
2024-01-01 13:00:00,59.3119603626492
2024-01-01 13:05:00,146.53437276718006
2024-01-01 13:10:00,50.74696377498429
2024-01-01 13:15:00,147.20930771055737
2024-01-01 13:20:00,150.6081858282841
2024-01-01 13:25:00,160.30831318974654
2024-01-01 13:30:00,146.50907777099306
2024-01-01 13:35:00,144.10360543429002
2024-01-01 13:40:00,153.60724014047128
2024-01-01 13:45:00,148.3779650981675
2024-01-01 13:50:00,154.74585361344506
2024-01-01 13:55:00,155.7086454903593
2024-01-01 14:00:00,115.50855784949322
2024-01-01 14:05:00,125.14123311900357
2024-01-01 14:10:00,110.44430239585898
2024-01-01 14:15:00,112.10949833210438
2024-01-01 14:20:00,119.5121327584643
2024-01-01 14:25:00,127.16100858996467
2024-01-01 14:30:00,119.42329312069391
2024-01-01 14:35:00,119.77777476968839
2024-01-01 14:40:00,122.21342671406563
2024-01-01 14:45:00,125.1036855693061
2024-01-01 14:50:00,121.46138142938256
2024-01-01 14:55:00,119.64992925175244
2024-01-01 15:00:00,121.37007677717465
2024-01-01 15:05:00,126.2616729300805
2024-01-01 15:10:00,123.51461076344876
2024-01-01 15:15:00,118.9730901471477
2024-01-01 15:20:00,120.31017896199805
2024-01-01 15:25:00,122.1474064968779
2024-01-01 15:30:00,122.86096814950713
2024-01-01 15:35:00,119.9690384623748
2024-01-01 15:40:00,122.67396913920693
2024-01-01 15:45:00,122.08347453746406
